position_type,position_size,exchange,crypto,pair,margin,open_time,quantity,open_price,transaction_cost_pct,open_transaction_cost,open_value,close_time,close_price,closed,close_transaction_cost,close_value,pnl
long,600387.7113136398,bybit,ethereum,ETH/USDT,usd,2023-01-06 00:00:00,478.40993818532684,1253.71,0.001,600.3877113136398,599787.3236023261,2023-01-07 08:00:00,1266.29,True,605.8057206246975,605199.9149040728,5412.591301746666
short,599787.3236023261,bybit,ethereum,ETHUSDT,usd,2023-01-06 00:00:00,478.43684151350396,1252.95,0.00055,329.8830279812794,599457.4405743448,2023-01-07 08:00:00,1265.2,True,332.9250605355869,604985.3668223497,-5527.926248004893
long,2700333.204429235,binance,bitcoin,BTC/USDT,usd,2023-01-07 00:00:00,159.14947108488315,16950.31,0.001,2700.3332044292347,2697632.8712248057,2023-03-03 16:00:00,22335.84,True,3554.7371222365764,3551182.3851143396,853549.5138895339
short,2697632.8712248057,binance,bitcoin,BTCUSDT,usd,2023-01-07 00:00:00,159.13007364238416,16943.9,0.0005,1348.816435612403,2696284.0547891934,2023-03-03 16:00:00,22324.0,True,1776.2098819962919,3550643.5541105876,-854359.4993213941
long,449957.2855070991,okx,ethereum,ETH/USDT,usd,2023-01-07 08:00:00,354.90129106294324,1266.57,0.001,449.95728550709913,449507.328221592,2023-01-08 16:00:00,1261.69,True,447.7754099212049,447327.6345112837,-2179.693710308289
short,449507.328221592,okx,ethereum,ETHUSDT,usd,2023-01-07 08:00:00,354.78266413775015,1266.36,0.0005,224.753664110796,449282.5745574812,2023-01-08 16:00:00,1261.41,True,223.76320018499973,447302.63716981444,1979.9373876667814
long,299945.9485651596,okx,bitcoin,BTC/USDT,coin,2023-01-10 08:00:00,17.41318006837485,17208.0,0.001,299.9459485651596,299646.00261659443,2023-01-11 16:00:00,17437.8,True,303.64755139630694,303343.9038449107,3697.9012283162447
short,299646.00261659443,okx,bitcoin,BTCUSDCM,coin,2023-01-10 08:00:00,17.397699618075606,17214.7,0.0005,149.82300130829722,299496.1796152861,2023-01-11 16:00:00,17443.2,True,151.73577698900823,303319.8182010274,-3823.6385857412824
long,149971.26392721653,okx,ethereum,ETH/USDT,coin,2023-01-11 00:00:00,111.89127078117784,1338.99,0.001,149.97126392721654,149821.29266328932,2023-01-12 08:00:00,1400.8,True,156.7372921102739,156580.55481816363,6759.2621548743045
short,149821.29266328932,okx,ethereum,ETHUSDCM,coin,2023-01-11 00:00:00,111.79608350899443,1339.46,0.0005,74.91064633164466,149746.38201695768,2023-01-12 08:00:00,1401.31,True,78.33048489099448,156582.63929709798,-6836.2572801403
long,299904.8161461294,okx,bitcoin,BTC/USDT,coin,2023-01-13 00:00:00,15.866383060423834,18883.0,0.001,299.9048161461294,299604.91132998327,2023-01-21 00:00:00,21495.4,True,341.0542504370345,340713.1961865975,41108.28485661425
short,299604.91132998327,okx,bitcoin,BTCUSDCM,coin,2023-01-13 00:00:00,15.850139940100155,18892.9,0.0005,149.80245566499164,299455.10887431825,2023-01-21 00:00:00,21499.5,True,170.38504182109165,340599.6986003622,-41144.58972604392
long,149952.4080730647,okx,ethereum,ETH/USDT,coin,2023-01-13 00:00:00,105.06407236887661,1425.82,0.001,149.9524080730647,149802.45566499163,2023-01-17 08:00:00,1563.28,True,164.24456305281743,164080.3184897646,14277.86282477298
short,149802.45566499163,okx,ethereum,ETHUSDCM,coin,2023-01-13 00:00:00,104.9644255269402,1426.46,0.0005,74.90122783249582,149727.55443715912,2023-01-17 08:00:00,1563.89,True,82.07640771866326,164070.73902960785,-14343.184592448728
long,450033.26364721515,okx,ethereum,ETH/USDT,usd,2023-01-15 00:00:00,293.86829711060204,1529.88,0.001,450.03326364721516,449583.2303835679,2023-01-21 08:00:00,1648.89,True,484.55649642270066,484071.93992627796,34488.70954271004
short,449583.2303835679,okx,ethereum,ETHUSDT,usd,2023-01-15 00:00:00,293.7213629620468,1529.88,0.0005,224.79161519178396,449358.43876837613,2023-01-21 08:00:00,1649.15,True,242.19529286442975,484148.39043599507,-34789.95166761894
long,900592.3986333866,okx,bitcoin,BTC/USDT,usd,2023-01-16 08:00:00,42.68635685847725,21076.8,0.001,900.5923986333867,899691.8062347532,2023-01-17 16:00:00,21220.4,True,905.8215670796307,904915.745512551,5223.939277797821
short,899691.8062347532,okx,bitcoin,BTCUSDT,usd,2023-01-16 08:00:00,42.65752521674704,21080.5,0.0005,449.8459031173766,899241.9603316359,2023-01-17 16:00:00,21220.4,True,452.60487405472946,904757.1432354042,-5515.182903768262
long,300414.3119522737,bybit,bitcoin,BTC/USDT,coin,2023-01-17 08:00:00,14.205868945700757,21126.05,0.001,300.4143119522737,300113.89764032146,2023-02-12 08:00:00,21784.56,True,309.4686043997549,309159.13579535513,9045.238155033672
short,300113.89764032146,bybit,bitcoin,BTCUSDCM,coin,2023-01-17 08:00:00,14.198089321055537,21126.0,0.00055,165.0626437021768,299948.83499661926,2023-02-12 08:00:00,21770.5,True,170.00472696022177,308929.4988370794,-8980.663840460125
long,150207.15597613686,bybit,ethereum,ETH/USDT,coin,2023-01-17 08:00:00,95.9658164040295,1563.65,0.001,150.20715597613685,150056.94882016073,2023-03-06 08:00:00,1562.56,True,149.9523460802803,149802.39373420004,-254.5550859606883
short,150056.94882016073,bybit,ethereum,ETHUSDCM,coin,2023-01-17 08:00:00,95.89770285715815,1563.9,0.00055,82.5313218510884,149974.41749830963,2023-03-06 08:00:00,1561.3,True,82.34879590898456,149642.73467497202,331.68282333761454
long,902858.9547659698,binance,bitcoin,BTC/USDT,coin,2023-01-18 16:00:00,42.86307412637067,21042.73,0.001,902.8589547659698,901956.0958112038,2023-02-14 08:00:00,21767.56,True,933.0245378302212,932091.513292391,30135.41748118715
short,901956.0958112038,binance,bitcoin,BTCUSDCM,coin,2023-01-18 16:00:00,42.84720141460543,21040.0,0.0005,450.9780479056019,901505.1177632982,2023-02-14 08:00:00,21780.1,True,466.6081657651239,932749.7233644825,-31244.605601184303
long,450675.8504185561,bybit,ethereum,ETH/USDT,usd,2023-01-18 16:00:00,285.7193827538061,1575.76,0.001,450.6758504185561,450225.1745681375,2023-03-04 16:00:00,1569.13,True,448.3308550604798,447882.5242054193,-2342.65036271821
short,450225.1745681375,bybit,ethereum,ETHUSDT,usd,2023-01-18 16:00:00,285.6365574139874,1575.35,0.00055,247.62384601247564,449977.55072212504,2023-03-04 16:00:00,1568.57,True,246.42251417457203,447794.5123486836,2183.0383734414354
long,150076.11177244972,okx,ethereum,ETH/USDT,coin,2023-01-21 16:00:00,91.0480154862099,1646.67,0.001,150.0761117724497,149926.03566067727,2023-01-27 00:00:00,1603.56,True,146.00095571306673,145854.95475735367,-4071.0809033236
short,149926.03566067727,okx,ethereum,ETHUSDCM,coin,2023-01-21 16:00:00,90.97210611991534,1647.22,0.0005,74.96301783033864,149851.07264284694,2023-01-27 00:00:00,1603.35,True,72.93006317368312,145787.19628419259,4063.87635865435
long,450238.22654761886,okx,ethereum,ETH/USDT,usd,2023-01-22 08:00:00,277.20884794464996,1622.56,0.001,450.23822654761886,449787.98832107126,2023-01-29 00:00:00,1577.32,True,437.24706004005526,436809.8129800152,-12978.175341056078
short,449787.98832107126,okx,ethereum,ETHUSDT,usd,2023-01-22 08:00:00,276.943937859244,1623.3,0.0005,224.89399416053564,449563.09432691074,2023-01-29 00:00:00,1577.38,True,218.42291435020718,436627.4057860641,12935.688540846633
long,1200765.6511431292,okx,bitcoin,BTC/USDT,usd,2023-01-23 00:00:00,52.797750241724735,22720.0,0.001,1200.7656511431292,1199564.885491986,2023-01-29 00:00:00,23038.9,True,1216.4020880440721,1215185.685956028,15620.800464041997
short,1199564.885491986,okx,bitcoin,BTCUSDT,usd,2023-01-23 00:00:00,52.77739103283122,22717.4,0.0005,599.7824427459931,1198965.10304924,2023-01-29 00:00:00,23041.6,True,608.0377666110419,1215467.4954554727,-16502.392406232655
long,902478.2698681162,bybit,bitcoin,BTC/USDT,usd,2023-01-26 00:00:00,39.626360834525094,22751.92,0.001,902.4782698681163,901575.7915982482,2023-03-29 09:00:00,27364.71,True,1084.363872592137,1083279.508719545,181703.7171212969
short,901575.7915982482,bybit,bitcoin,BTCUSDT,usd,2023-01-26 00:00:00,39.60355674817576,22752.5,0.00055,495.86668537903654,901079.9249128691,2023-03-29 09:00:00,27354.0,True,595.8236302092799,1082719.8676593904,-181639.94274652132
long,1201463.3988077252,okx,bitcoin,BTC/USDT,usd,2023-01-30 00:00:00,50.22331675247055,23898.5,0.001,1201.4633988077253,1200261.9354089175,2023-02-12 00:00:00,21658.2,True,1087.7466388883577,1086658.8922494694,-113603.04315944808
short,1200261.9354089175,okx,bitcoin,BTCUSDT,usd,2023-01-30 00:00:00,50.187075044185995,23903.8,0.0005,600.1309677044587,1199661.8044412131,2023-02-12 00:00:00,21663.3,True,543.6088314023572,1086674.053973312,112987.75046790112
long,150213.32834505514,okx,ethereum,ETH/USDT,coin,2023-01-30 16:00:00,94.89017289097914,1581.44,0.001,150.21332834505515,150063.11501671007,2023-02-11 00:00:00,1534.55,True,145.61371480985204,145468.1010950422,-4595.01392166788
short,150063.11501671007,okx,ethereum,ETHUSDCM,coin,2023-01-30 16:00:00,94.83972928011035,1581.49,0.0005,75.03155750835504,149988.0834592017,2023-02-11 00:00:00,1534.6,True,72.77052427662866,145468.2780289807,4519.805430220993
long,450639.98503516545,okx,ethereum,ETH/USDT,usd,2023-01-30 16:00:00,284.6705186729375,1581.44,0.001,450.63998503516547,450189.3450501303,2023-02-05 08:00:00,1660.84,True,472.79218423276143,472319.3920485287,22130.046998398437
short,450189.3450501303,okx,ethereum,ETHUSDT,usd,2023-01-30 16:00:00,284.474218504688,1581.74,0.0005,225.09467252506514,449964.2503776052,2023-02-05 08:00:00,1661.35,True,236.3056214563817,472374.937291307,-22410.686913701822
long,451833.5058227888,okx,ethereum,ETH/USDT,usd,2023-02-09 08:00:00,278.7717686217505,1619.18,0.001,451.8335058227888,451381.672316966,2023-02-15 00:00:00,1560.47,True,435.014981781183,434579.9667994018,-16801.7055175642
short,451381.672316966,okx,ethereum,ETHUSDT,usd,2023-02-09 08:00:00,278.57560711623114,1619.51,0.0005,225.690836158483,451155.98148080753,2023-02-15 00:00:00,1560.22,True,217.31961686744307,434421.9141180187,16734.06736278883
long,910836.430187455,binance,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,36.291531526449624,25072.67,0.001,910.836430187455,909925.5937572676,2023-03-06 08:00:00,22392.74,True,812.6668296735897,811854.1628439161,-98071.43091335148
short,909925.5937572676,binance,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,36.23287920099395,25100.7,0.0005,454.9627968786338,909470.6309603889,2023-03-06 08:00:00,22385.7,True,405.54918196484516,810692.8147477255,98777.81621266343
long,302396.3938910504,bybit,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,12.296764453754305,24566.95,0.001,302.3963938910504,302093.99749715935,2023-03-06 00:00:00,22402.25,True,275.4751914841174,275199.71629263327,-26894.28120452608
short,302093.99749715935,bybit,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,12.270746207089307,24605.5,0.00055,166.15169862343765,301927.8457985359,2023-03-06 00:00:00,22392.5,True,151.12497644323602,274621.5594658041,27306.286332731834
long,301025.04470988805,okx,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,12.238433819867987,24572.1,0.001,301.02504470988805,300724.01966517814,2023-02-20 16:00:00,24887.0,True,304.5779024750546,304273.3245725795,3549.3049074013834
short,300724.01966517814,okx,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,12.226294028495763,24584.2,0.0005,150.36200983258908,300573.65765534557,2023-02-20 16:00:00,24901.9,True,152.22897563409933,304305.7222925646,-3732.0646372190095
