position_type,position_size,exchange,crypto,pair,margin,open_time,quantity,open_price,transaction_cost_pct,open_transaction_cost,open_value,close_time,close_price,closed,close_transaction_cost,close_value,pnl
short,599400.0,bybit,ethereum,ETHUSDT,usd,2023-01-06 00:00:00,478.1278821980126,1252.95,0.00055,329.67,599070.33,2023-01-07 08:00:00,1265.2,True,332.7100681063091,604594.6864888193,-5524.3564888193505
long,2700000.0,binance,bitcoin,BTC/USDT,usd,2023-01-07 00:00:00,159.1298330237028,16950.31,0.001,2700.0,2697300.0,2023-03-03 16:00:00,22335.84,True,3554.298489644142,3550744.1911544977,853444.1911544977
short,2697300.0,binance,bitcoin,BTCUSDT,usd,2023-01-07 00:00:00,159.11043797472837,16943.9,0.0005,1348.65,2695951.35,2023-03-03 16:00:00,22324.0,True,1775.990708673918,3550205.4266391625,-854254.0766391624
long,449884.74090348353,okx,ethereum,ETH/USDT,usd,2023-01-07 08:00:00,354.84407191278814,1266.57,0.001,449.88474090348353,449434.85616258,2023-01-08 16:00:00,1261.69,True,447.7032170916457,447255.5138745541,-2179.342288025946
short,449434.85616258,okx,ethereum,ETHUSDT,usd,2023-01-07 08:00:00,354.7254641132844,1266.36,0.0005,224.71742808129002,449210.13873449876,2023-01-08 16:00:00,1261.41,True,223.72712384356905,447230.5205632945,1979.6181712042307
long,299896.79085188993,okx,bitcoin,BTC/USDT,coin,2023-01-10 08:00:00,17.410326247154696,17208.0,0.001,299.89679085188993,299596.89406103804,2023-01-11 16:00:00,17437.8,True,303.59778703263413,303294.1892456015,3697.295184563438
short,299596.89406103804,okx,bitcoin,BTCUSDCM,coin,2023-01-10 08:00:00,17.394848333924347,17214.7,0.0005,149.79844703051901,299447.0956140075,2023-01-11 16:00:00,17443.2,True,151.7109092291546,303270.10754908,-3823.0119350724854
long,149948.39542594497,okx,ethereum,ETH/USDT,coin,2023-01-11 00:00:00,111.87420894145514,1338.99,0.001,149.94839542594497,149798.44703051902,2023-01-12 08:00:00,1400.8,True,156.71339188519036,156556.67849330517,6758.231462786149
short,149798.44703051902,okx,ethereum,ETHUSDCM,coin,2023-01-11 00:00:00,111.77903618398739,1339.46,0.0005,74.89922351525951,149723.54780700375,2023-01-12 08:00:00,1401.31,True,78.31854059749168,156558.76265438588,-6835.214847382129
long,299866.38583162415,okx,bitcoin,BTC/USDT,coin,2023-01-13 00:00:00,15.864349915044883,18883.0,0.001,299.86638583162414,299566.51944579254,2023-01-21 00:00:00,21495.4,True,341.0105471638558,340669.53661669197,41103.01717089943
short,299566.51944579254,okx,bitcoin,BTCUSDCM,coin,2023-01-13 00:00:00,15.84810887614234,18892.9,0.0005,149.78325972289628,299416.73618606967,2023-01-21 00:00:00,21499.5,True,170.36320839131113,340556.053574231,-41139.31738816132
long,149933.19291581208,okx,ethereum,ETH/USDT,coin,2023-01-13 00:00:00,105.05060927949971,1425.82,0.001,149.93319291581207,149783.25972289627,2023-01-17 08:00:00,1563.28,True,164.2235164744563,164059.29295798184,14276.033235085575
short,149783.25972289627,okx,ethereum,ETHUSDCM,coin,2023-01-13 00:00:00,104.95097520647955,1426.46,0.0005,74.89162986144814,149708.36809303483,2023-01-17 08:00:00,1563.89,True,82.06589030783066,164049.7147253535,-14341.346632318659
long,449799.57874743623,okx,ethereum,ETH/USDT,usd,2023-01-15 00:00:00,293.71570264902397,1529.88,0.001,449.7995787474362,449349.7791686888,2023-01-21 08:00:00,1648.89,True,484.30488494094914,483820.5800560082,34470.800887319376
short,449349.7791686888,okx,ethereum,ETHUSDT,usd,2023-01-15 00:00:00,293.56884479769946,1529.88,0.0005,224.6748895843444,449125.10427910445,2023-01-21 08:00:00,1649.15,True,242.06953019906305,483896.99086792703,-34771.886588822585
long,899599.1574948722,okx,bitcoin,BTC/USDT,usd,2023-01-16 08:00:00,42.63927912858581,21076.8,0.001,899.5991574948722,898699.5583373774,2023-01-17 16:00:00,21220.4,True,904.8225588202424,903917.7362614222,5218.1779240447795
short,898699.5583373774,okx,bitcoin,BTCUSDT,usd,2023-01-16 08:00:00,42.610479284561976,21080.5,0.0005,449.3497791686887,898250.2085582087,2023-01-17 16:00:00,21220.4,True,452.10570730505947,903759.3089028139,-5509.100344605278
long,300124.7584854346,bybit,bitcoin,BTC/USDT,coin,2023-01-17 08:00:00,14.19217665995059,21126.05,0.001,300.1247584854346,299824.63372694916,2023-02-12 08:00:00,21784.56,True,309.17032397929324,308861.15365531394,9036.519928364782
short,299824.63372694916,bybit,bitcoin,BTCUSDCM,coin,2023-01-17 08:00:00,14.184404533674115,21126.0,0.00055,164.90354854982206,299659.73017839936,2023-02-12 08:00:00,21770.5,True,169.8408683951938,308631.7380319572,-8972.007853557821
long,150062.3792427173,bybit,ethereum,ETH/USDT,coin,2023-01-17 08:00:00,95.87332002908232,1563.65,0.001,150.0623792427173,149912.31686347458,2023-03-06 08:00:00,1562.56,True,149.80781494464287,149658.0071296982,-254.30973377637565
short,149912.31686347458,bybit,ethereum,ETHUSDCM,coin,2023-01-17 08:00:00,95.8052721332564,1563.9,0.00055,82.45177427491103,149829.86508919968,2023-03-06 08:00:00,1561.3,True,82.26942425990927,149498.5019573933,331.3631318063708
long,899394.4882028998,binance,bitcoin,BTC/USDT,coin,2023-01-18 16:00:00,42.69859917010278,21042.73,0.001,899.3944882028999,898495.0937146969,2023-02-14 08:00:00,21767.56,True,929.4443193511626,928514.8750318114,30019.78131711448
short,898495.0937146969,binance,bitcoin,BTCUSDCM,coin,2023-01-18 16:00:00,42.68278736539162,21040.0,0.0005,449.2475468573485,898045.8461678396,2023-02-14 08:00:00,21780.1,True,464.817688548483,929170.5594084174,-31124.71324057784
long,450187.13772815187,bybit,ethereum,ETH/USDT,usd,2023-01-18 16:00:00,285.40954878307844,1575.76,0.001,450.18713772815187,449736.9505904237,2023-03-04 16:00:00,1569.13,True,447.84468528199193,447396.8405967099,-2340.1099937137915
short,449736.9505904237,bybit,ethereum,ETHUSDT,usd,2023-01-18 16:00:00,285.32681325902115,1575.35,0.00055,247.35532282473307,449489.595267599,2023-03-04 16:00:00,1568.57,True,246.15529371053654,447308.92417999223,2180.671087606752
long,149881.17128557016,okx,ethereum,ETH/USDT,coin,2023-01-21 16:00:00,90.92974919946593,1646.67,0.001,149.88117128557016,149731.29011428458,2023-01-27 00:00:00,1603.56,True,145.81130862629558,145665.4973176693,-4065.7927966152783
short,149731.29011428458,okx,ethereum,ETHUSDCM,coin,2023-01-21 16:00:00,90.85393843519836,1647.22,0.0005,74.86564505714229,149656.42446922744,2023-01-27 00:00:00,1603.35,True,72.83533109503765,145597.82685898026,4058.597610247176
long,449643.5138567105,okx,ethereum,ETH/USDT,usd,2023-01-22 08:00:00,276.84268707650494,1622.56,0.001,449.6435138567105,449193.8703428538,2023-01-29 00:00:00,1577.32,True,436.6695071795128,436232.83767233323,-12961.032670520595
short,449193.8703428538,okx,ethereum,ETHUSDT,usd,2023-01-22 08:00:00,276.5781269067224,1623.3,0.0005,224.5969351714269,448969.2734076824,2023-01-29 00:00:00,1577.38,True,218.1344029100629,436050.6714172157,12918.601990466705
long,1199049.3702845613,okx,bitcoin,BTC/USDT,usd,2023-01-23 00:00:00,52.72228525150865,22720.0,0.001,1199.0493702845613,1197850.3209142766,2023-01-29 00:00:00,23038.9,True,1214.663457680983,1213448.7942233018,15598.473309025168
short,1197850.3209142766,okx,bitcoin,BTCUSDT,usd,2023-01-23 00:00:00,52.70195514248195,22717.4,0.0005,598.9251604571383,1197251.3957538195,2023-01-29 00:00:00,23041.6,True,607.168684805506,1213730.2009262065,-16478.805172387045
long,900374.2754563038,bybit,bitcoin,BTC/USDT,usd,2023-01-26 00:00:00,39.5339778436654,22751.92,0.001,900.3742754563038,899473.9011808475,2023-03-29 09:00:00,27364.71,True,1081.8358388383288,1080754.0029994906,181280.10181864304
short,899473.9011808475,bybit,bitcoin,BTCUSDT,usd,2023-01-26 00:00:00,39.51122692166567,22752.5,0.00055,494.7106456494662,898979.1905351981,2023-03-29 09:00:00,27354.0,True,594.4345556683835,1080195.6666595743,-181216.47612437617
long,1198491.395646691,okx,bitcoin,BTC/USDT,usd,2023-01-30 00:00:00,50.09908171019287,23898.5,0.001,1198.4913956466912,1197292.9042510444,2023-02-12 00:00:00,21658.2,True,1085.0559314956993,1083970.8755642036,-113322.02868684079
short,1197292.9042510444,okx,bitcoin,BTCUSDT,usd,2023-01-30 00:00:00,50.06292965130727,23903.8,0.0005,598.6464521255222,1196694.2577989188,2023-02-12 00:00:00,21663.3,True,542.2641319575824,1083985.9997832072,112708.25801571156
long,149811.4244558364,okx,ethereum,ETH/USDT,coin,2023-01-30 16:00:00,94.6362890981514,1581.44,0.001,149.8114244558364,149661.61303138055,2023-02-11 00:00:00,1534.55,True,145.22411743556822,145078.89331813264,-4582.719713247905
short,149661.61303138055,okx,ethereum,ETHUSDCM,coin,2023-01-30 16:00:00,94.58598045189336,1581.49,0.0005,74.83080651569027,149586.78222486484,2023-02-11 00:00:00,1534.6,True,72.57582280073778,145079.0697786748,4507.7124461900385
long,449434.2733675092,okx,ethereum,ETH/USDT,usd,2023-01-30 16:00:00,283.9088672944542,1581.44,0.001,449.4342733675092,448984.8390941417,2023-02-05 08:00:00,1660.84,True,471.52720315732125,471055.67595416395,22070.836860022275
short,448984.8390941417,okx,ethereum,ETHUSDT,usd,2023-01-30 16:00:00,283.71309233792823,1581.74,0.0005,224.49241954707085,448760.3466745946,2023-02-05 08:00:00,1661.35,True,235.67337297780853,471111.07258263923,-22350.72590804461
long,449182.37322428904,okx,ethereum,ETH/USDT,usd,2023-02-09 08:00:00,277.1360755759488,1619.18,0.001,449.18237322428905,448733.19085106475,2023-02-15 00:00:00,1560.47,True,432.4625318540008,432030.0693221468,-16703.121528917924
short,448733.19085106475,okx,ethereum,ETHUSDT,usd,2023-02-09 08:00:00,276.9410650478473,1619.51,0.0005,224.36659542553238,448508.8242556392,2023-02-15 00:00:00,1560.22,True,216.04449425447615,431872.94401469786,16635.880240941362
long,898400.0494717826,binance,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,35.79601412303958,25072.67,0.001,898.4000494717826,897501.6494223109,2023-03-06 08:00:00,22392.74,True,801.5708372935535,800769.26645626,-96732.38296605088
short,897501.6494223109,binance,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,35.738162624851086,25100.7,0.0005,448.7508247111555,897052.8985975997,2023-03-06 08:00:00,22385.7,True,400.01189353556447,799623.7751775933,97429.12342000636
long,300134.4352966556,bybit,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,12.20478329061438,24566.95,0.001,300.13443529665557,299834.30086135893,2023-03-06 00:00:00,22402.25,True,273.414606472166,273141.1918656938,-26693.108995665156
short,299834.30086135893,bybit,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,12.178959663322638,24605.5,0.00055,164.90886547374743,299669.3919958852,2023-03-06 00:00:00,22392.5,True,149.9945448435237,272567.35971610865,27102.032279776526
long,299467.4626705448,okx,bitcoin,BTC/USDT,coin,2023-02-16 16:00:00,12.175108973505491,24572.1,0.001,299.4674626705448,299167.9952078743,2023-02-20 16:00:00,24887.0,True,303.00193702363117,302698.9350866075,3530.9398787332466
short,299167.9952078743,okx,bitcoin,BTCUSDCM,coin,2023-02-16 16:00:00,12.163031996577898,24584.2,0.0005,149.58399760393715,299018.41121027037,2023-02-20 16:00:00,24901.9,True,151.44130323779157,302731.16517234535,-3712.7539620749885
long,149733.7313352724,okx,ethereum,ETH/USDT,coin,2023-02-16 16:00:00,88.86829189699273,1683.21,0.001,149.7337313352724,149583.99760393714,2023-02-20 16:00:00,1713.44,True,152.27048606798323,152118.21558191525,2534.2179779781145
short,149583.99760393714,okx,ethereum,ETHUSDCM,coin,2023-02-16 16:00:00,88.79220672471074,1683.81,0.0005,74.79199880196857,149509.20560513518,2023-02-20 16:00:00,1713.63,True,76.07849460483304,152080.91071506124,-2571.705109926057
long,898402.3880116346,okx,bitcoin,BTC/USDT,usd,2023-02-17 00:00:00,36.08621997513672,24871.1,0.001,898.4023880116346,897503.9856236229,2023-02-27 08:00:00,23550.7,True,849.8557407684524,849005.8850276839,-48498.10059593897
short,897503.9856236229,okx,bitcoin,BTCUSDT,usd,2023-02-17 00:00:00,36.07339835652201,24867.5,0.0005,448.7519928118115,897055.2336308111,2023-02-27 08:00:00,23549.1,True,424.7480326187863,849071.3172049538,47983.916425857344
long,449201.19400581747,okx,ethereum,ETH/USDT,usd,2023-02-17 00:00:00,262.2792876624439,1710.97,0.001,449.20119400581746,448751.9928118116,2023-02-19 00:00:00,1687.88,True,442.6959640596858,442253.26809562615,-6498.724716185476
short,448751.9928118116,okx,ethereum,ETHUSDT,usd,2023-02-17 00:00:00,262.1711324484199,1710.82,0.0005,224.37599640590582,448527.6168154057,2023-02-19 00:00:00,1687.93,True,221.2632597968307,442305.2563338646,6222.360481541138
long,448952.4661946376,okx,ethereum,ETH/USDT,usd,2023-02-20 08:00:00,266.2863958869571,1684.29,0.001,448.9524661946376,448503.51372844295,2023-02-24 00:00:00,1652.9,True,440.1447837615514,439704.6389777899,-8798.874750653049
short,448503.51372844295,okx,ethereum,ETHUSDT,usd,2023-02-20 08:00:00,266.1975059361754,1684.01,0.0005,224.25175686422148,448279.26197157876,2023-02-24 00:00:00,1653.05,True,220.01889359389736,439817.76829420077,8461.493677377992
long,299170.0634005845,okx,bitcoin,BTC/USDT,coin,2023-02-21 16:00:00,12.165097274784735,24567.9,0.001,299.1700634005845,298870.8933371839,2023-02-24 08:00:00,23954.5,True,291.4088226688309,291117.4138461621,-7753.479491021833
short,298870.8933371839,okx,bitcoin,BTCUSDCM,coin,2023-02-21 16:00:00,12.162430596902217,24561.0,0.0005,149.43544666859196,298721.45789051533,2023-02-24 08:00:00,23959.1,True,145.70044545711994,291255.19046878273,7466.267421732598
long,149696.5564265274,okx,ethereum,ETH/USDT,coin,2023-02-21 16:00:00,89.55867091668615,1669.82,0.001,149.6965564265274,149546.85987010086,2023-02-24 16:00:00,1647.22,True,147.52283390738376,147375.31107347636,-2171.548796624498
short,149546.85987010086,okx,ethereum,ETHUSDCM,coin,2023-02-21 16:00:00,89.52890403354566,1669.54,0.0005,74.77342993505043,149472.08644016582,2023-02-24 16:00:00,1647.49,True,73.74898705311307,147424.22511917303,2047.8613209927862
long,598561.7415206507,okx,ethereum,ETH/USDT,usd,2023-02-25 08:00:00,374.0589646931214,1598.58,0.001,598.5617415206507,597963.17977913,2023-03-04 00:00:00,1565.81,True,585.7052675061365,585119.5622386303,-12843.617540499778
short,597963.17977913,okx,ethereum,ETHUSDT,usd,2023-02-25 08:00:00,373.86725771877923,1598.6,0.0005,298.98158988956504,597664.1981892404,2023-03-04 00:00:00,1565.61,True,292.66515867854895,585037.6521984193,12626.54599082109
long,299203.7431348131,okx,bitcoin,BTC/USDT,coin,2023-03-03 00:00:00,12.738531208359754,23464.6,0.001,299.2037431348131,298904.5393916783,2023-03-07 16:00:00,22348.7,True,284.68961241626965,284404.9228038534,-14499.616587824887
short,298904.5393916783,okx,bitcoin,BTCUSDCM,coin,2023-03-03 00:00:00,12.728364794985536,23471.6,0.0005,149.45226969583916,298755.0871219825,2023-03-07 16:00:00,22348.3,True,142.22865747388764,284315.0862903014,14440.00083168107
long,3598298.2189441444,binance,bitcoin,BTC/USDT,usd,2023-03-08 16:00:00,162.36245671178418,22139.97,0.001,3598.2982189441445,3594699.9207252003,2023-03-11 16:00:00,20062.77,True,3257.4406256434827,3254183.185017839,-340516.73570736125
short,3594699.9207252003,binance,bitcoin,BTCUSDT,usd,2023-03-08 16:00:00,162.3573209983388,22129.6,0.0005,1797.3499603626003,3592902.570764838,2023-03-11 16:00:00,20052.3,True,1627.8188539274945,3254009.8890010617,338892.6817637761
long,598324.4800778795,okx,ethereum,ETH/USDT,usd,2023-03-09 00:00:00,384.96168301322325,1552.69,0.001,598.3244800778796,597726.1555978017,2023-03-11 08:00:00,1457.95,True,561.2548857491289,560693.6308633798,-37032.524734421866
short,597726.1555978017,okx,ethereum,ETHUSDT,usd,2023-03-09 00:00:00,384.68744286615936,1553.02,0.0005,298.86307779890086,597427.2925200028,2023-03-11 08:00:00,1458.87,True,280.604484887077,560928.3652892668,36498.92723073601
long,600366.8319261215,bybit,ethereum,ETH/USDT,usd,2023-03-09 08:00:00,388.983880129579,1541.88,0.001,600.3668319261214,599766.4650941953,2023-03-27 17:00:00,1765.38,True,686.7043623031561,686017.657940853,86251.19284665771
short,599766.4650941953,bybit,ethereum,ETHUSDT,usd,2023-03-09 08:00:00,389.01466895431497,1540.91,0.00055,329.87155580180746,599436.5935383935,2023-03-27 17:00:00,1764.62,True,377.55468582158977,686085.5104443416,-86648.91690594808
long,3597935.505063736,binance,bitcoin,BTC/USDT,usd,2023-03-14 00:00:00,149.06674359397402,24112.27,0.001,3597.935505063736,3594337.569558672,2023-03-28 01:00:00,27124.9,True,4043.4205133121864,4039377.092798874,445039.52324020164
short,3594337.569558672,binance,bitcoin,BTCUSDT,usd,2023-03-14 00:00:00,148.94754869602988,24119.5,0.0005,1797.1687847793362,3592540.4007738926,2023-03-28 01:00:00,27112.0,True,2019.1329701233813,4036246.8072766387,-443706.40650274605
long,1196328.8016535474,okx,bitcoin,BTC/USDT,usd,2023-03-14 16:00:00,48.28525434223759,24751.5,0.001,1196.3288016535475,1195132.4728518939,2023-03-17 08:00:00,25780.0,True,1244.7938569428852,1243549.0630859423,48416.59023404843
short,1195132.4728518939,okx,bitcoin,BTCUSDT,usd,2023-03-14 16:00:00,48.271643071654445,24746.1,0.0005,597.566236425947,1194534.906615468,2023-03-17 08:00:00,25776.0,True,622.1249359074825,1243627.7468790575,-49092.84026358952
long,598164.4008267737,okx,ethereum,ETH/USDT,usd,2023-03-14 16:00:00,354.92307571404206,1683.65,0.001,598.1644008267738,597566.2364259469,2023-03-17 00:00:00,1679.67,True,596.153642584605,595557.4889420205,-2008.747483926476
short,597566.2364259469,okx,ethereum,ETHUSDT,usd,2023-03-14 16:00:00,354.709798736049,1683.82,0.0005,298.7831182129735,597267.453307734,2023-03-17 00:00:00,1679.54,True,297.87464768457187,595451.4207214591,1816.0325862749014
long,1798967.752531868,binance,ethereum,ETH/USDT,usd,2023-03-15 00:00:00,1057.5251321219341,1699.41,0.001,1798.967752531868,1797168.784779336,2023-03-27 17:00:00,1711.73,True,1810.1974944070782,1808387.296912671,11218.512133334996
short,1797168.784779336,binance,ethereum,ETHUSDT,usd,2023-03-15 00:00:00,1056.673039705721,1699.93,0.0005,898.5843923896681,1796270.2003869463,2023-03-27 17:00:00,1710.39,True,903.6615001911342,1806419.3388820773,-10149.13849513093
long,2.0372681319713593e-10,okx,ethereum,ETH/USDT,coin,2023-03-16 00:00:00,1.2348353115796746e-13,1648.18,0.001,2.0372681319713593e-13,2.035230863839388e-10,2023-03-17 08:00:00,1708.0,True,2.1090987121780842e-13,2.106989613465906e-10,7.175874962651811e-12
short,2.035230863839388e-10,okx,ethereum,ETHUSDCM,coin,2023-03-16 00:00:00,1.231073323130416e-13,1652.39,0.0005,1.017615431919694e-13,2.0342132484074684e-10,2023-03-17 08:00:00,1712.72,True,1.0542419509959632e-13,2.1074296600409303e-10,-7.32164116334619e-12
long,300183.41596306075,bybit,bitcoin,BTC/USDT,coin,2023-03-18 08:00:00,10.984343506736122,27300.97,0.001,300.1834159630607,299883.23254709766,2023-03-25 00:00:00,27822.58,True,305.6127759636463,305307.1631876826,5423.930640584964
short,299883.23254709766,bybit,bitcoin,BTCUSDCM,coin,2023-03-18 08:00:00,10.945814650836198,27382.0,0.00055,164.93577790090373,299718.29676919675,2023-03-25 00:00:00,27833.5,True,167.56318264622712,304492.76890140306,-4774.472132206312
long,298951.85567430797,okx,bitcoin,BTC/USDT,coin,2023-03-18 08:00:00,10.93806415978002,27304.0,0.001,298.951855674308,298652.90381863364,2023-03-22 00:00:00,28120.6,True,307.58492701151,307277.3420844985,8624.438265864854
short,298652.90381863364,okx,bitcoin,BTCUSDCM,coin,2023-03-18 08:00:00,10.910258347681253,27359.9,0.0005,149.32645190931683,298503.5773667243,2023-03-22 00:00:00,28177.3,True,153.7108112700595,307267.91172884894,-8764.334362124617
long,149475.92783715398,okx,ethereum,ETH/USDT,coin,2023-03-20 00:00:00,81.99118841966606,1821.25,0.001,149.475927837154,149326.45190931682,2023-03-22 00:00:00,1790.98,True,146.8445786358535,146697.73405721766,-2628.7178520991583
short,149326.45190931682,okx,ethereum,ETHUSDCM,coin,2023-03-20 00:00:00,81.70390350206496,1826.74,0.0005,74.66322595465842,149251.78868336216,2023-03-22 00:00:00,1795.3,True,73.34150897862861,146609.6764482786,2642.112235083565
long,149466.44020865834,okx,ethereum,ETH/USDT,coin,2023-03-24 16:00:00,85.51749889375368,1746.04,0.001,149.46644020865836,149316.97376844968,2023-03-28 01:00:00,1704.58,True,145.77141826431466,145625.64684605034,-3691.326922399341
short,149316.97376844968,okx,ethereum,ETHUSDCM,coin,2023-03-24 16:00:00,85.36717800849165,1748.24,0.0005,74.65848688422484,149242.31528156545,2023-03-28 01:00:00,1705.2,True,72.78405597003997,145495.32788410992,3746.987397455523
long,448399.32062597526,okx,ethereum,ETH/USDT,usd,2023-03-24 16:00:00,256.5524966812612,1746.04,0.001,448.3993206259753,447950.9213053493,2023-03-27 01:00:00,1765.59,True,452.9665226154679,452513.55609285244,4562.634787503164
short,447950.9213053493,okx,ethereum,ETHUSDT,usd,2023-03-24 16:00:00,256.48738598237674,1745.61,0.0005,223.97546065267463,447726.9458446966,2023-03-27 01:00:00,1766.28,True,226.5142700564762,452802.02584289585,-5075.079998199246
long,150110.588065212,bybit,ethereum,ETH/USDT,coin,2023-03-27 17:00:00,84.94515485456208,1765.38,0.001,150.11058806521203,149960.4774771468,2023-04-03 17:00:00,1807.65,True,153.55110917284915,153397.55806367632,3437.0805865295115
short,149960.4774771468,bybit,ethereum,ETHUSDCM,coin,2023-03-27 17:00:00,84.875838386349,1765.85,0.00055,82.47826261243075,149877.9992145344,2023-04-03 17:00:00,1806.55,True,84.33284521027234,153248.11299164852,-3370.1137771141366
long,149432.18135348536,okx,ethereum,ETH/USDT,coin,2023-03-29 09:00:00,83.9563293246341,1778.1,0.001,149.43218135348536,149282.74917213188,2023-04-01 17:00:00,1823.98,True,153.13466556154611,152981.53089598456,3698.781723852677
short,149282.74917213188,okx,ethereum,ETHUSDCM,coin,2023-03-29 09:00:00,83.88227200527655,1778.78,0.0005,74.64137458606594,149208.10779754582,2023-04-01 17:00:00,1824.73,True,76.53124909809414,152985.96694709017,-3777.8591495443543
long,298864.3627069707,okx,bitcoin,BTC/USDT,coin,2023-03-29 17:00:00,10.52899682063244,28356.5,0.001,298.8643627069707,298565.49834426376,2023-03-31 09:00:00,28170.1,True,296.6028933368979,296306.290443561,-2259.2079007027787
short,298565.49834426376,okx,bitcoin,BTCUSDCM,coin,2023-03-29 17:00:00,10.518761630992412,28369.9,0.0005,149.28274917213187,298416.21559509163,2023-03-31 09:00:00,28168.2,True,148.1472906870602,296146.43408343336,2269.7815116582788
long,298854.0871347603,okx,bitcoin,BTC/USDT,coin,2023-04-01 17:00:00,10.521844490450171,28374.8,0.001,298.8540871347603,298555.2330476255,2023-04-03 09:00:00,27750.4,True,291.98539334778843,291693.4079544406,-6861.825093184889
short,298555.2330476255,okx,bitcoin,BTCUSDCM,coin,2023-04-01 17:00:00,10.512323037208152,28386.3,0.0005,149.27761652381275,298405.9554311017,2023-04-03 09:00:00,27742.4,True,145.81853531372172,291491.2520921297,6914.703338972002
long,449922.1249111414,binance,ethereum,ETH/USDT,coin,2023-04-02 01:00:00,246.85424142477495,1820.8,0.001,449.9221249111414,449472.20278623025,2023-04-07 01:00:00,1872.41,True,462.21235018616295,461750.1378359768,12277.935049746535
short,449472.20278623025,binance,ethereum,ETHUSDCM,coin,2023-04-02 01:00:00,246.7430105205316,1820.71,0.0005,224.73610139311512,449247.4666848371,2023-04-07 01:00:00,1872.34,True,230.99340415900608,461755.81491385313,-12508.348229016003
long,1349766.3747334243,binance,ethereum,ETH/USDT,usd,2023-04-02 01:00:00,740.5627242743249,1820.8,0.001,1349.7663747334243,1348416.6083586907,2023-04-03 09:00:00,1794.86,True,1329.2064112910148,1327877.2048797237,-20539.403478967026
short,1348416.6083586907,binance,ethereum,ETHUSDT,usd,2023-04-02 01:00:00,740.5869779344837,1819.83,0.0005,674.2083041793454,1347742.4000545114,2023-04-03 09:00:00,1794.0,True,664.3065192072319,1327948.7318952563,19793.66815925506
