time,binance_btc_collateral,binance_eth_collateral,binance_liquid_cash,okx_btc_collateral,okx_eth_collateral,okx_liquid_cash,bybit_btc_collateral,bybit_eth_collateral,bybit_liquid_cash,binance_funding,okx_funding,bybit_funding,binance_unrealised_pnl,okx_unrealised_pnl,bybit_unrealised_pnl
2023-01-01 00:00:00,0.0,0.0,6000000.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.0,6000000.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 16:00:00,0.0,0.0,6000000.0,0.0,600000.0,1400000.0,1200000.0,0.0,800000.0,0.0,0.0,0.0,0.0,-898.95015,-1857.777363
2023-01-02 00:00:00,0.0,0.0,6000000.0,0.0,600000.0,1400000.0,1200000.0,0.0,800000.0,0.0,204.69170020248916,120.09970776642425,0.0,-1087.8329759424162,-1289.937596528266
2023-01-02 08:00:00,0.0,0.0,6000000.0,300000.0,600000.0,1100000.0,1200000.0,0.0,800000.0,0.0,101.8125838261111,240.60799173039203,0.0,-1537.248653241971,-1180.2941743542324
2023-01-02 16:00:00,0.0,0.0,6000000.0,300000.0,600000.0,1100000.0,1200000.0,0.0,800000.0,0.0,73.48340580939472,361.59716626315,0.0,-1524.5808369202787,-644.7746633628631
2023-01-03 00:00:00,0.0,0.0,6000000.0,300000.0,600000.0,1100000.0,1200000.0,0.0,800000.0,0.0,35.28426932384386,482.6116508258442,0.0,-1490.7794544855537,-803.2541323509176
2023-01-03 08:00:00,0.0,0.0,6000000.0,300000.0,600000.0,1100000.0,1200000.0,0.0,800000.0,0.0,52.71310461076532,603.3115678736156,0.0,-1472.5035133106771,-887.8170968402883
2023-01-03 16:00:00,0.0,0.0,6000000.0,300000.0,0.0,1699456.9149056613,1200000.0,0.0,800000.0,0.0,1.2539236461793148,724.1886551309412,0.0,-385.3502387807764,-705.9774756469797
2023-01-04 00:00:00,0.0,0.0,6000000.0,300000.0,0.0,1699456.9149056613,1200000.0,0.0,800000.0,0.0,8.499886244068485,844.5559260709781,0.0,-321.6635413148935,-1151.7275078135872
