time,exchange,pair,funding payment,pnl,initial_delta,current_delta
2023-01-02 00:00:00,bybit,BTCUSDT,120.09970776642425,572.8400539052145,659.3400000000838,1232.180053905351
2023-01-02 00:00:00,okx,ETHUSDT,204.69170020248916,-184.8378896973968,299.69999999995343,114.86211030266713
2023-01-02 08:00:00,bybit,BTCUSDT,120.50828396396777,688.9324995868546,659.3400000000838,1348.2724995869212
2023-01-02 08:00:00,okx,ETHUSDT,-102.87911637637806,-184.8461165065537,299.69999999995343,114.85388349334244
2023-01-02 16:00:00,bybit,BTCUSDT,120.98917453275794,1232.449331226111,659.3400000000838,1891.7893312263768
2023-01-02 16:00:00,okx,ETHUSDT,-34.69627209266544,-188.4205229837462,299.69999999995343,111.27947701618541
2023-01-02 16:00:00,okx,BTCUSDCM,6.3670940759490735,29.991097905913648,149.84999999997672,179.84109790588263
2023-01-03 00:00:00,bybit,BTCUSDT,121.01448456269426,1074.2039222931362,659.3400000000838,1733.5439222932328
2023-01-03 00:00:00,okx,ETHUSDT,-45.321203110915725,-243.3809007100117,299.69999999995343,56.31909928994719
2023-01-03 00:00:00,okx,BTCUSDCM,7.122066625364859,119.82922845878784,149.84999999997672,269.6792284587864
2023-01-03 08:00:00,bybit,BTCUSDT,120.69991704777138,984.6756330332009,659.3400000000838,1644.0156330333557
2023-01-03 08:00:00,okx,ETHUSDT,-2.023003167404011,-213.62904095787417,299.69999999995343,86.07095904217567
2023-01-03 08:00:00,okx,BTCUSDCM,19.451838454325475,104.72929578384486,149.84999999997672,254.57929578382755
2023-01-03 16:00:00,bybit,BTCUSDT,120.87708725732566,1169.4461630045716,659.3400000000838,1828.7861630045809
2023-01-03 16:00:00,okx,ETHUSDT,-46.24547012510288,-238.72329769371026,299.69999999995343,60.976702306303196
2023-01-03 16:00:00,okx,BTCUSDCM,-5.213710839483129,65.6999308016234,149.84999999997672,215.54993080161512
2023-01-04 00:00:00,bybit,BTCUSDT,120.36727094003682,715.339871628612,659.3400000000838,1374.6798716287594
2023-01-04 00:00:00,okx,BTCUSDCM,7.24596259788917,127.2946402508361,149.84999999997672,277.14464025083
2023-01-04 08:00:00,bybit,BTCUSDT,121.87502558052931,1133.1725140764465,659.3400000000838,1792.5125140766613
2023-01-04 08:00:00,okx,BTCUSDCM,57.92293863825413,-97.17570674394392,149.84999999997672,52.674293256073724
2023-01-04 16:00:00,bybit,BTCUSDT,121.71954968234904,1235.4207309714948,659.3400000000838,1894.7607309715822
2023-01-04 16:00:00,okx,BTCUSDCM,21.782185412963987,110.79435597512975,149.84999999997672,260.64435597514967
2023-01-05 00:00:00,bybit,BTCUSDT,80.49531052864965,1455.8238295964657,659.3400000000838,2115.163829596713
2023-01-05 00:00:00,okx,BTCUSDCM,95.89429267407057,51.53744405909629,149.84999999997672,201.38744405913167
2023-01-05 08:00:00,bybit,BTCUSDT,43.39783198316389,1685.6515909973023,659.3400000000838,2344.991590997437
2023-01-05 08:00:00,okx,BTCUSDCM,4.945129339357327,105.22374738386407,149.84999999997672,255.07374738383805
2023-01-05 08:00:00,okx,ETHUSDCM,-14.801266868397175,102.47811008826554,74.90465467463946,177.38276476290775
2023-01-05 16:00:00,bybit,BTCUSDT,121.69423965241272,1227.8511024348554,659.3400000000838,1887.191102434881
2023-01-05 16:00:00,okx,BTCUSDCM,-11.238348506103595,64.00201397083129,149.84999999997672,213.85201397078345
2023-01-05 16:00:00,okx,ETHUSDCM,43.89110013490078,43.09962126039642,74.90465467463946,118.00427593506174
2023-01-06 00:00:00,bybit,BTCUSDT,-41.36683803179175,1640.848732406852,659.3400000000838,2300.188732407056
2023-01-06 00:00:00,okx,BTCUSDCM,27.578495215403017,98.6845209885837,149.84999999997672,248.53452098858543
