time,exchange,pair,funding payment,pnl,initial_delta,current_delta
2023-01-01 08:00:00,bybit,BTCUSDT,435.6798733847628,-403.21240920307446,659.3400000000838,256.12759079714306
2023-01-01 08:00:00,okx,BTCUSDCM,1.4280779232345449,-5.569737139165568,149.84999999997672,144.28026286081877
2023-01-01 08:00:00,okx,BTCUSDT,92.90173417069435,1210.808024098709,-598950.45,-597739.6419759013
2023-01-01 08:00:00,okx,ETHUSDCM,-6.791916706279684,124.32978756450098,74.92499999998836,199.25478756448138
2023-01-01 16:00:00,bybit,BTCUSDT,229.17654840060626,134.48959364449934,659.3400000000838,793.8295936447103
2023-01-01 16:00:00,okx,BTCUSDCM,-5.01230342414829,-5.485323709114425,149.84999999997672,144.364676290832
2023-01-01 16:00:00,okx,BTCUSDT,-21.27814858224372,393.93846685657456,-598950.45,-598556.5115331433
2023-01-02 00:00:00,bybit,BTCUSDT,119.99107595670397,707.1979295853569,659.3400000000838,1366.5379295854364
2023-01-02 00:00:00,okx,ETHUSDCM,-7.100632697864668,-121.71457371394013,74.89932885143207,-46.81524486251874
2023-01-02 00:00:00,okx,ETHUSDT,153.46617584208585,-1455.6352765961228,-299372.6174191622,-300828.2526957583
2023-01-02 08:00:00,bybit,BTCUSDT,120.39928259155185,823.6588512329772,659.3400000000838,1482.9988512329292
2023-01-02 08:00:00,okx,ETHUSDT,-77.13290059478265,-138.58708775909872,224.69798655429622,86.1108987951302
2023-01-02 08:00:00,okx,BTCUSDT,-59.13253386882692,-236.13268855979732,599.1356139597483,363.00292539969087
2023-01-02 16:00:00,bybit,BTCUSDT,120.8797381883197,1367.287198697326,659.3400000000838,2026.6271986975335
2023-01-02 16:00:00,okx,BTCUSDCM,6.360459484297424,29.959846806838186,149.6938544260338,179.65370123292087
2023-01-03 00:00:00,bybit,BTCUSDT,120.9050253249917,1209.1956135364362,659.3400000000838,1868.5356135366019
2023-01-03 00:00:00,okx,BTCUSDCM,7.1146453428753125,119.70436490419411,149.6938544260338,269.3982193302363
2023-01-03 08:00:00,bybit,BTCUSDT,120.59074234063979,1119.3837470907802,659.3400000000838,1778.7237470909022
2023-01-03 08:00:00,okx,BTCUSDCM,19.431569395398615,104.62016654793257,149.6938544260338,254.3140209739795
2023-01-03 16:00:00,bybit,BTCUSDT,120.76775229734373,1304.2076134274903,659.3400000000838,1963.5476134277415
2023-01-03 16:00:00,okx,BTCUSDCM,-5.208278087587659,65.6314706521091,149.6938544260338,215.3253250781563
2023-01-04 00:00:00,bybit,BTCUSDT,120.2583971158079,849.8864135645181,659.3400000000838,1509.2264135645237
2023-01-04 08:00:00,bybit,BTCUSDT,121.76478797183948,1269.0872071533413,659.3400000000838,1928.4272071535233
2023-01-04 16:00:00,bybit,BTCUSDT,121.60945270371151,1371.0792639502433,659.3400000000838,2030.419263950549
2023-01-04 16:00:00,okx,BTCUSDCM,21.48927926210457,205.01298792741187,149.68750786874443,354.7004957961617
2023-01-05 00:00:00,bybit,BTCUSDT,80.42250143178049,1591.332287057321,659.3400000000838,2250.6722870573867
2023-01-05 00:00:00,okx,BTCUSDCM,94.60479726192375,146.56681205012916,149.68750786874443,296.2543199188658
2023-01-05 00:00:00,okx,BTCUSDT,4.696705473214643,5.387054973729931,449.0625236062333,454.4495785799809
2023-01-05 00:00:00,okx,ETHUSDCM,25.477704338182384,-74.00301704454006,74.84375393437222,0.8407368898333516
2023-01-05 08:00:00,bybit,BTCUSDT,43.35857805728893,1820.8150901971712,659.3400000000838,2480.1550901972223
2023-01-05 08:00:00,okx,BTCUSDCM,4.878631934582181,199.45587233196977,149.68750786874443,349.143380200665
