time,binance_btc_collateral,binance_eth_collateral,binance_liquid_cash,okx_btc_collateral,okx_eth_collateral,okx_liquid_cash,bybit_btc_collateral,bybit_eth_collateral,bybit_liquid_cash,binance_funding,okx_funding,bybit_funding,binance_unrealised_pnl,okx_unrealised_pnl,bybit_unrealised_pnl
2023-01-01 00:00:00,0.0,0.0,6000000.0,1200000.0,150000.0,650000.0,1200000.0,0.0,800000.0,0,0,0,0.0,-2022.6378375000002,-1857.7773630000002
2023-01-01 08:00:00,0.0,0.0,6000000.0,1200000.0,0.0,800137.3680998235,1200000.0,0.0,800435.6798733848,0,0,0,0.0,-1833.1027535784388,-2257.1709901191043
2023-01-01 16:00:00,0.0,0.0,6000000.0,0.0,599812.7994696841,1399563.1987625961,1200000.0,0.0,800664.8564217854,0,0,0,0.0,-898.6696767586542,-1721.7424705845058
2023-01-02 00:00:00,0.0,0.0,6000000.0,1199595.2654809218,449859.5996022631,349870.57738501835,1200000.0,0.0,800784.8474977422,0,0,0,0.0,-2612.91408472493,-1154.0302856731398
2023-01-02 08:00:00,0.0,0.0,6000000.0,299698.0821519925,0.0,1698289.132194624,1200000.0,0.0,800905.2467803337,0,0,0,0.0,-449.0227265087433,-1044.0130277873095
2023-01-02 16:00:00,0.0,0.0,6000000.0,299698.0821519925,0.0,1698295.4928809023,1200000.0,0.0,801026.126518522,0,0,0,0.0,-421.0170063784716,-508.37537042032636
2023-01-03 00:00:00,0.0,0.0,6000000.0,299698.0821519925,0.0,1698302.6077799308,1200000.0,0.0,801147.031543847,0,0,0,0.0,-331.21363370311474,-666.7008146144708
2023-01-03 08:00:00,0.0,0.0,6000000.0,299698.0821519925,0.0,1698322.0400421945,1200000.0,0.0,801267.6222861877,0,0,0,0.0,-345.1550711071964,-751.5514829362273
2023-01-03 16:00:00,0.0,0.0,6000000.0,0.0,0.0,1997930.205240607,1200000.0,0.0,801388.390038485,0,0,0,0.0,0.0,-569.6560947947655
2023-01-04 00:00:00,0.0,0.0,6000000.0,0.0,0.0,1997930.205240607,1200000.0,0.0,801508.6484356009,0,0,0,0.0,0.0,-1015.6279681440687
2023-01-04 08:00:00,0.0,0.0,6000000.0,299689.53078609105,0.0,1698240.674454516,1200000.0,0.0,801630.4132235728,0,0,0,0.0,-449.00991442264365,-620.1954336173258
2023-01-04 16:00:00,0.0,0.0,6000000.0,1198771.017350431,149846.37716880388,649334.3010648168,1200000.0,0.0,801752.0226762765,0,0,0,0.0,-1814.7031518666845,-515.8976722212356
2023-01-05 00:00:00,0.0,0.0,6000000.0,1198771.017350431,149846.37716880388,649459.0867925729,1200000.0,0.0,801832.4451777083,0,0,0,0.0,-1942.606718098681,-296.2008598101929
2023-01-05 08:00:00,0.0,0.0,6000000.0,1198771.017350431,0.0,799328.5053842403,1200000.0,0.0,801875.8037557655,0,0,0,0.0,-1706.8942254907715,-64.70782165396304
2023-01-05 16:00:00,0.0,0.0,6000000.0,0.0,149817.81182462233,1847753.0125036757,1200000.0,0.0,801997.3879213326,0,0,0,0.0,-224.46457402069342,-523.090284569309
2023-01-06 00:00:00,0.0,0.0,6000000.0,0.0,0.0,1997554.5459003276,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-06 08:00:00,0.0,0.0,6000000.0,0.0,149816.59094252458,1847737.954957803,0.0,0.0,2003182.0183140086,0,0,0,0.0,-224.4627448337852,0.0
2023-01-06 16:00:00,0.0,0.0,6000000.0,0.0,0.0,1997474.3734219451,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-07 00:00:00,0.0,0.0,6000000.0,0.0,0.0,1997474.3734219451,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-07 08:00:00,0.0,0.0,6000000.0,1198484.624053167,599242.3120265835,199747.43734219472,0.0,0.0,2003182.0183140086,0,0,0,0.0,-2693.44483141322,0.0
2023-01-07 16:00:00,0.0,0.0,6000000.0,0.0,449431.7340199376,1547616.3345188892,0.0,0.0,2003182.0183140086,0,0,0,0.0,-548.2084173746634,0.0
2023-01-08 00:00:00,0.0,0.0,6000000.0,299563.8712922648,449431.7340199376,1248096.869969563,0.0,0.0,2003182.0183140086,0,0,0,0.0,-1072.0052192415756,0.0
2023-01-08 08:00:00,0.0,0.0,6000000.0,299563.8712922648,449431.7340199376,1248213.7970229732,0.0,0.0,2003182.0183140086,0,0,0,0.0,-1177.4603283848485,0.0
2023-01-08 16:00:00,0.0,0.0,6000000.0,0.0,0.0,1996809.3529580703,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-09 00:00:00,0.0,0.0,6000000.0,0.0,0.0,1996809.3529580703,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-09 08:00:00,0.0,0.0,6000000.0,0.0,0.0,1996809.3529580703,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
2023-01-09 16:00:00,0.0,0.0,6000000.0,0.0,0.0,1996809.3529580703,0.0,0.0,2003182.0183140086,0,0,0,0.0,0.0,0.0
