position_type,position_size,exchange,crypto,pair,margin,open_time,quantity,open_price,transaction_cost_pct,open_transaction_cost,open_value,close_time,close_price,closed,close_transaction_cost,close_value,pnl
long,449431.7340199376,okx,ethereum,ETH/USDT,usd,2023-01-07 08:00:00,354.486765268337,1266.57,0.001,449.4317340199376,448982.3022859176,2023-01-08 16:00:00,1261.69,True,447.2524068714082,446805.15446453675,-2177.147821380873
short,448982.3022859176,okx,ethereum,ETHUSDT,usd,2023-01-07 08:00:00,354.36827689975576,1266.36,0.0005,224.4911511429588,448757.81113477465,2023-01-08 16:00:00,1261.41,True,223.50184408206047,446780.18632003886,1977.6248147357837
long,299563.8712922648,okx,bitcoin,BTC/USDT,coin,2023-01-08 00:00:00,17.66060839412536,16945.3,0.001,299.56387129226476,299264.3074209725,2023-01-08 16:00:00,16927.8,True,298.95524677407525,298656.2915273012,-608.0158936713124
short,299264.3074209725,okx,bitcoin,BTCUSDCM,coin,2023-01-08 00:00:00,17.644905601570443,16951.9,0.0005,149.63215371048625,299114.67526726204,2023-01-08 16:00:00,16933.0,True,149.39059327569615,298631.7959581166,482.8793091454427
long,149760.70147185528,okx,ethereum,ETH/USDT,coin,2023-01-10 00:00:00,112.45983445738598,1330.35,0.001,149.7607014718553,149610.94077038343,2023-01-11 16:00:00,1336.12,True,150.25983401520253,150109.57418118734,498.63341080391547
short,149610.94077038343,okx,ethereum,ETHUSDCM,coin,2023-01-10 00:00:00,112.40613934992953,1330.32,0.0005,74.80547038519171,149536.13529999825,2023-01-11 16:00:00,1336.44,True,75.11203043640991,150148.94884238343,-612.8135423851782
long,299522.71229616244,okx,bitcoin,BTC/USDT,coin,2023-01-10 08:00:00,17.388609343553362,17208.0,0.001,299.52271229616247,299223.1895838663,2023-01-10 16:00:00,17254.9,True,300.0387153620789,299738.67664671683,515.4870628505596
short,299223.1895838663,okx,bitcoin,BTCUSDCM,coin,2023-01-10 08:00:00,17.37315073681646,17214.7,0.0005,149.61159479193313,299073.57798907434,2023-01-10 16:00:00,17264.5,True,149.96938044788388,299788.7915153199,-715.2135262455558
long,1197980.382441669,okx,bitcoin,BTC/USDT,usd,2023-01-11 00:00:00,68.67088227195786,17427.8,0.001,1197.980382441669,1196782.4020592272,2023-01-11 08:00:00,17414.2,True,1195.8484780603287,1194652.6295822684,-2129.7724769588094
short,1196782.4020592272,okx,bitcoin,BTCUSDT,usd,2023-01-11 00:00:00,68.6318211519994,17429.0,0.0005,598.3912010296136,1196184.0108581977,2023-01-11 08:00:00,17412.6,True,597.5292244956523,1194460.919766809,1723.0910913886037
long,449229.4897489792,okx,ethereum,ETH/USDT,usd,2023-01-11 00:00:00,335.16326504247996,1338.99,0.001,449.22948974897923,448780.2602592302,2023-01-11 08:00:00,1330.83,True,446.0453280164836,445599.28268846706,-3180.977570763149
short,448780.2602592302,okx,ethereum,ETHUSDT,usd,2023-01-11 00:00:00,334.9681652819809,1339.1,0.0005,224.3901301296151,448555.8701291006,2023-01-11 08:00:00,1331.26,True,222.96485985664495,445706.75485343323,2849.11527566734
long,149674.4080434323,okx,ethereum,ETH/USDT,coin,2023-01-12 00:00:00,111.34548148797657,1342.89,0.001,149.67440804343232,149524.73363538887,2023-01-12 08:00:00,1400.8,True,155.9727504683576,155816.77771788923,6292.044082500361
short,149524.73363538887,okx,ethereum,ETHUSDCM,coin,2023-01-12 00:00:00,111.27323654302481,1343.09,0.0005,74.76236681769444,149449.9712685712,2023-01-12 08:00:00,1401.31,True,77.96414955005305,155850.33495055605,-6400.363681984862
long,299329.5429247835,okx,bitcoin,BTC/USDT,coin,2023-01-13 00:00:00,15.835948386477716,18883.0,0.001,299.3295429247835,299030.2133818587,2023-01-14 00:00:00,19362.4,True,306.62196703833615,306315.34507129784,7285.13168943912
short,299030.2133818587,okx,bitcoin,BTCUSDCM,coin,2023-01-13 00:00:00,15.819736423480132,18892.9,0.0005,149.51510669092937,298880.6982751678,2023-01-14 00:00:00,19371.5,True,153.2260120637227,306298.7981153816,-7418.099840213836
long,149664.77146239174,okx,ethereum,ETH/USDT,coin,2023-01-13 00:00:00,104.86253993556646,1425.82,0.001,149.66477146239174,149515.10669092936,2023-01-13 08:00:00,1414.82,True,148.36161875163813,148213.2571328865,-1301.849558042857
