https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
1723086000000,2024-08-08 03:00:00,BTCUSD_PERP,57349.5,57627.0,57030.0,57039.0,762572,1328.79699937,20521
1723082400000,2024-08-08 02:00:00,BTCUSD_PERP,56870.8,57632.8,56816.2,57349.5,1118438,1951.31886498,28530
1723078800000,2024-08-08 01:00:00,BTCUSD_PERP,55286.0,57466.2,55250.1,56870.8,2686738,4781.15157565,55664
1723075200000,2024-08-08 00:00:00,BTCUSD_PERP,55119.4,55360.6,54708.9,55286.0,868627,1576.04068968,17996
1723071600000,2024-08-07 23:00:00,BTCUSD_PERP,55273.9,55420.3,54893.0,55115.6,626245,1136.25691979,12971
1723068000000,2024-08-07 22:00:00,BTCUSD_PERP,55398.1,55451.4,54548.3,55273.8,622946,1132.68641865,22594
1723064400000,2024-08-07 21:00:00,BTCUSD_PERP,55128.5,55567.7,54853.1,55400.0,438822,794.52111275,16639
1723060800000,2024-08-07 20:00:00,BTCUSD_PERP,54731.5,55296.5,54618.1,55124.5,831155,1512.11526954,27388
1723057200000,2024-08-07 19:00:00,BTCUSD_PERP,54789.3,55144.6,54658.0,54731.4,743659,1354.86014683,22190
1723053600000,2024-08-07 18:00:00,BTCUSD_PERP,55558.3,55618.9,54655.0,54789.4,1384023,2516.66337927,34989
1723050000000,2024-08-07 17:00:00,BTCUSD_PERP,56118.1,56295.7,55417.6,55558.3,1023289,1835.42870546,28210
1723046400000,2024-08-07 16:00:00,BTCUSD_PERP,56087.7,56283.0,55805.4,56118.2,589889,1052.31291748,20431
1723042800000,2024-08-07 15:00:00,BTCUSD_PERP,56081.3,56396.2,55765.3,56087.8,711264,1269.27133343,22615
1723039200000,2024-08-07 14:00:00,BTCUSD_PERP,56830.1,56996.0,55654.4,56086.7,1946712,3461.24302538,50203
1723035600000,2024-08-07 13:00:00,BTCUSD_PERP,57299.5,57486.7,56702.5,56834.0,860435,1507.80631685,27878
1723032000000,2024-08-07 12:00:00,BTCUSD_PERP,56968.3,57340.7,56798.8,57299.5,853012,1493.69968126,21231
1723028400000,2024-08-07 11:00:00,BTCUSD_PERP,57335.2,57385.6,56875.0,56960.8,832763,1457.91053902,21777
1723024800000,2024-08-07 10:00:00,BTCUSD_PERP,57360.4,57747.9,57257.3,57331.2,547040,951.8490545,17719
1723021200000,2024-08-07 09:00:00,BTCUSD_PERP,57356.5,57700.0,57177.0,57360.5,1194485,2078.77057687,27697
1723017600000,2024-08-07 08:00:00,BTCUSD_PERP,56933.3,57481.9,56871.1,57356.6,698087,1220.86053894,18915
1723014000000,2024-08-07 07:00:00,BTCUSD_PERP,56843.0,57158.6,56545.0,56928.8,649395,1142.01319658,15707
1723010400000,2024-08-07 06:00:00,BTCUSD_PERP,56798.9,56999.9,56700.0,56843.1,373358,657.12353159,12678
1723006800000,2024-08-07 05:00:00,BTCUSD_PERP,57058.1,57253.2,56708.1,56798.8,530363,930.65018114,17396
1723003200000,2024-08-07 04:00:00,BTCUSD_PERP,56860.1,57258.0,56744.8,57061.1,605047,1060.22560439,17633
1722999600000,2024-08-07 03:00:00,BTCUSD_PERP,56756.0,56986.0,56580.5,56860.0,319157,562.20380939,11119
1722996000000,2024-08-07 02:00:00,BTCUSD_PERP,56964.6,57277.2,56491.5,56759.1,1518721,2668.29189211,33187
1722992400000,2024-08-07 01:00:00,BTCUSD_PERP,56271.5,57000.0,55786.1,56981.6,1020814,1805.65091297,26623
1722988800000,2024-08-07 00:00:00,BTCUSD_PERP,56002.8,56362.6,55560.0,56264.0,829632,1482.6931275,27451
1722985200000,2024-08-06 23:00:00,BTCUSD_PERP,56188.0,56417.9,55788.3,56002.8,614517,1095.99608899,20280
1722981600000,2024-08-06 22:00:00,BTCUSD_PERP,56456.0,56928.0,55931.0,56182.6,928764,1648.37269926,31041
1722978000000,2024-08-06 21:00:00,BTCUSD_PERP,56539.1,56624.9,56103.0,56456.0,313328,556.27890504,11808
1722974400000,2024-08-06 20:00:00,BTCUSD_PERP,56756.0,56856.8,56200.0,56539.2,593282,1050.19063784,23376
1722970800000,2024-08-06 19:00:00,BTCUSD_PERP,56717.2,56870.9,56301.0,56752.7,651292,1151.07385051,23146
1722967200000,2024-08-06 18:00:00,BTCUSD_PERP,56478.9,57036.0,56337.8,56718.0,791035,1392.79869903,27195
1722963600000,2024-08-06 17:00:00,BTCUSD_PERP,56774.5,56950.7,56473.3,56491.1,692871,1220.98897839,23701
1722960000000,2024-08-06 16:00:00,BTCUSD_PERP,56397.4,56912.0,56234.0,56778.3,1535544,2714.17064302,37406
1722956400000,2024-08-06 15:00:00,BTCUSD_PERP,56120.2,56424.8,55710.9,56397.3,1029802,1837.19930676,34503
1722952800000,2024-08-06 14:00:00,BTCUSD_PERP,55194.7,56610.2,55140.6,56120.3,2757504,4916.10446402,74513
1722949200000,2024-08-06 13:00:00,BTCUSD_PERP,54768.5,55420.0,54364.3,55201.9,1616351,2944.69930426,48497
1722945600000,2024-08-06 12:00:00,BTCUSD_PERP,55204.6,55467.8,54665.3,54776.5,1090442,1979.83741709,30849
1722942000000,2024-08-06 11:00:00,BTCUSD_PERP,55050.7,55401.2,54859.0,55204.6,584990,1060.74565781,19139
1722938400000,2024-08-06 10:00:00,BTCUSD_PERP,55213.2,55429.5,54873.7,55050.6,722602,1311.99136202,23397
1722934800000,2024-08-06 09:00:00,BTCUSD_PERP,54985.6,55309.0,54547.9,55207.1,1676398,3051.11905906,42032
1722931200000,2024-08-06 08:00:00,BTCUSD_PERP,56009.1,56126.6,54592.4,54990.6,1841674,3327.81544737,43460
1722927600000,2024-08-06 07:00:00,BTCUSD_PERP,55798.1,56179.5,55464.1,56009.1,654595,1172.04957488,19204
1722924000000,2024-08-06 06:00:00,BTCUSD_PERP,55936.2,56055.3,55542.3,55792.9,822935,1474.3446799,22341
1722920400000,2024-08-06 05:00:00,BTCUSD_PERP,55490.4,56033.6,55242.1,55936.2,944825,1695.89027022,25355
1722916800000,2024-08-06 04:00:00,BTCUSD_PERP,55660.2,55750.0,55212.0,55490.4,727767,1312.66726255,21352
1722913200000,2024-08-06 03:00:00,BTCUSD_PERP,55826.4,55885.1,55454.2,55654.7,576498,1035.81560113,18664
1722909600000,2024-08-06 02:00:00,BTCUSD_PERP,55712.8,56066.3,55599.9,55832.7,562215,1007.76047674,22201
1722906000000,2024-08-06 01:00:00,BTCUSD_PERP,56031.5,56266.0,55426.1,55709.1,1537673,2751.51148487,36567
1722902400000,2024-08-06 00:00:00,BTCUSD_PERP,54016.6,56055.0,53943.9,56031.6,2003070,3617.26949259,46757
1722898800000,2024-08-05 23:00:00,BTCUSD_PERP,54676.5,55072.8,53851.3,54014.6,937945,1721.60202694,27640
1722895200000,2024-08-05 22:00:00,BTCUSD_PERP,54367.7,54960.4,54202.2,54676.5,933925,1709.64091628,24747
1722891600000,2024-08-05 21:00:00,BTCUSD_PERP,54392.1,55194.9,54253.8,54367.8,1175260,2148.16963251,31797
1722888000000,2024-08-05 20:00:00,BTCUSD_PERP,53470.0,54413.7,53470.0,54390.2,1377939,2556.54348782,43539
1722884400000,2024-08-05 19:00:00,BTCUSD_PERP,53102.0,53600.4,52530.6,53474.0,2018026,3801.04223236,66724
1722880800000,2024-08-05 18:00:00,BTCUSD_PERP,54707.2,54723.0,52987.9,53101.9,1592004,2957.65423585,49228
1722877200000,2024-08-05 17:00:00,BTCUSD_PERP,54052.0,55066.7,53789.1,54702.2,1441815,2646.44133888,44309
1722873600000,2024-08-05 16:00:00,BTCUSD_PERP,54315.9,55498.0,54048.0,54052.0,2728157,4976.03467645,70977
1722870000000,2024-08-05 15:00:00,BTCUSD_PERP,54062.8,54973.9,53511.4,54316.0,2645811,4864.87153018,86092
1722866400000,2024-08-05 14:00:00,BTCUSD_PERP,51940.5,54500.0,51940.5,54064.0,6291046,11787.16583728,164186
1722862800000,2024-08-05 13:00:00,BTCUSD_PERP,49798.6,52499.0,49572.0,51942.2,6612900,12955.45270069,178292
1722859200000,2024-08-05 12:00:00,BTCUSD_PERP,51330.0,51528.0,49510.1,49800.0,4840665,9596.34177655,128890
1722855600000,2024-08-05 11:00:00,BTCUSD_PERP,51363.6,51900.7,50618.0,51330.0,2886150,5638.22253801,81136
1722852000000,2024-08-05 10:00:00,BTCUSD_PERP,52638.1,52638.1,50619.9,51363.6,3237484,6292.76718455,88569
1722848400000,2024-08-05 09:00:00,BTCUSD_PERP,52719.0,52901.9,51730.1,52638.1,2363457,4503.33175488,58007
1722844800000,2024-08-05 08:00:00,BTCUSD_PERP,52643.8,53192.6,52228.8,52719.0,2299761,4363.18213408,63822
1722841200000,2024-08-05 07:00:00,BTCUSD_PERP,51551.9,53070.1,51320.7,52644.9,3224958,6161.36606882,78591
1722837600000,2024-08-05 06:00:00,BTCUSD_PERP,52690.0,52954.1,48794.7,51555.0,11154954,21928.45537202,263838
1722834000000,2024-08-05 05:00:00,BTCUSD_PERP,53503.5,53852.5,52209.8,52689.4,4963438,9365.51323438,115051
1722830400000,2024-08-05 04:00:00,BTCUSD_PERP,53873.4,54545.3,53359.4,53506.7,1953175,3619.29603749,42796
1722826800000,2024-08-05 03:00:00,BTCUSD_PERP,54685.9,54720.0,53782.1,53878.3,2215896,4085.20250606,54286
1722823200000,2024-08-05 02:00:00,BTCUSD_PERP,54378.1,54699.9,53560.6,54684.0,4391752,8117.88092096,105585
1722819600000,2024-08-05 01:00:00,BTCUSD_PERP,56117.7,56231.5,52300.0,54381.5,12656282,23321.86854364,296614
1722816000000,2024-08-05 00:00:00,BTCUSD_PERP,58134.3,58263.5,55633.0,56121.4,5541307,9733.64477108,102089
1722812400000,2024-08-04 23:00:00,BTCUSD_PERP,58668.6,58714.8,57966.3,58134.4,926399,1589.22639821,19720
1722808800000,2024-08-04 22:00:00,BTCUSD_PERP,58416.9,59076.6,58339.1,58668.6,899414,1530.42490273,24394
1722805200000,2024-08-04 21:00:00,BTCUSD_PERP,59094.1,59095.1,58303.7,58416.9,650147,1108.60432988,16191
1722801600000,2024-08-04 20:00:00,BTCUSD_PERP,59202.0,59537.5,58773.4,59094.2,777316,1314.33797527,19060
1722798000000,2024-08-04 19:00:00,BTCUSD_PERP,58689.8,59417.7,58469.0,59202.1,1255313,2124.24749426,28812
1722794400000,2024-08-04 18:00:00,BTCUSD_PERP,57787.8,58852.4,57666.4,58692.6,1395928,2395.10787748,33208
1722790800000,2024-08-04 17:00:00,BTCUSD_PERP,58584.0,58666.0,57017.1,57787.8,3987393,6883.6587023,77963
1722787200000,2024-08-04 16:00:00,BTCUSD_PERP,59024.5,59256.0,58481.3,58584.0,2024380,3438.27396568,35942
1722783600000,2024-08-04 15:00:00,BTCUSD_PERP,59526.6,59534.8,58900.0,59019.1,1794631,3030.47900976,38390
1722780000000,2024-08-04 14:00:00,BTCUSD_PERP,60769.6,60820.6,59238.8,59526.7,2824042,4714.31254961,51145
1722776400000,2024-08-04 13:00:00,BTCUSD_PERP,61002.0,61030.5,60752.0,60769.5,295475,485.38106738,6851
1722772800000,2024-08-04 12:00:00,BTCUSD_PERP,60848.0,61058.7,60747.5,61002.0,367023,602.34999695,8450
1722769200000,2024-08-04 11:00:00,BTCUSD_PERP,60749.8,60949.9,60714.1,60848.0,402687,662.10399966,8175
1722765600000,2024-08-04 10:00:00,BTCUSD_PERP,60655.6,60759.5,60483.0,60751.1,341916,563.74348462,6649
1722762000000,2024-08-04 09:00:00,BTCUSD_PERP,60501.9,60673.5,60439.2,60655.6,342883,565.90747912,6107
1722758400000,2024-08-04 08:00:00,BTCUSD_PERP,60307.9,60599.0,60045.0,60498.1,354091,587.3801052,9386
1722754800000,2024-08-04 07:00:00,BTCUSD_PERP,60750.0,60762.0,60195.0,60306.0,443242,733.23902874,9847
1722751200000,2024-08-04 06:00:00,BTCUSD_PERP,60730.2,60799.4,60650.2,60750.0,115989,191.00782389,3255
1722747600000,2024-08-04 05:00:00,BTCUSD_PERP,60498.6,60865.4,60474.8,60730.2,255180,420.577877,6238
1722744000000,2024-08-04 04:00:00,BTCUSD_PERP,60672.0,60729.7,60480.0,60498.5,182930,301.82655457,5141
1722740400000,2024-08-04 03:00:00,BTCUSD_PERP,60822.0,60838.8,60625.2,60671.9,312090,514.04287498,7144
1722736800000,2024-08-04 02:00:00,BTCUSD_PERP,60674.9,61047.9,60643.5,60822.2,496921,816.50707597,11852
1722733200000,2024-08-04 01:00:00,BTCUSD_PERP,60694.8,60725.2,60246.0,60677.9,413021,683.06022074,10012
1722729600000,2024-08-04 00:00:00,BTCUSD_PERP,60658.1,60762.0,60545.1,60691.5,226865,374.02028185,6461
1722726000000,2024-08-03 23:00:00,BTCUSD_PERP,60578.0,60780.8,60325.7,60658.1,1058630,1748.02080427,15981
1722722400000,2024-08-03 22:00:00,BTCUSD_PERP,60589.4,60708.0,60306.8,60576.3,544630,899.48895791,10442
1722718800000,2024-08-03 21:00:00,BTCUSD_PERP,60333.9,60795.0,59755.5,60589.4,1537275,2550.95953268,26995
1722715200000,2024-08-03 20:00:00,BTCUSD_PERP,60166.0,60645.0,60076.1,60333.9,633024,1048.43053557,16405
1722711600000,2024-08-03 19:00:00,BTCUSD_PERP,60162.0,60566.4,59812.5,60165.9,1805797,3003.49522364,32701
1722708000000,2024-08-03 18:00:00,BTCUSD_PERP,60499.0,60768.0,60100.0,60161.9,1146622,1901.12985028,25160
1722704400000,2024-08-03 17:00:00,BTCUSD_PERP,60837.8,60943.5,60374.4,60499.0,709549,1170.11110451,25754
1722700800000,2024-08-03 16:00:00,BTCUSD_PERP,60810.0,61238.0,60300.0,60837.9,3662347,6024.60039439,65635
1722697200000,2024-08-03 15:00:00,BTCUSD_PERP,61917.1,62020.0,60752.0,60810.0,1655358,2698.52182881,33033
1722693600000,2024-08-03 14:00:00,BTCUSD_PERP,61940.7,62108.1,61827.2,61917.1,290014,467.86845276,10284
1722690000000,2024-08-03 13:00:00,BTCUSD_PERP,61927.8,61971.4,61786.6,61940.7,309838,500.89196896,9985
1722686400000,2024-08-03 12:00:00,BTCUSD_PERP,61846.4,62127.7,61776.1,61927.7,474778,765.94036268,12814
1722682800000,2024-08-03 11:00:00,BTCUSD_PERP,61745.1,61930.4,61704.0,61846.3,332095,537.01391594,7860
1722679200000,2024-08-03 10:00:00,BTCUSD_PERP,61655.9,61800.0,61590.0,61745.1,270285,438.05287017,6630
1722675600000,2024-08-03 09:00:00,BTCUSD_PERP,61543.9,61665.9,61375.2,61655.9,238994,388.62743368,7536
1722672000000,2024-08-03 08:00:00,BTCUSD_PERP,61585.8,61660.4,61396.9,61543.9,466237,757.77633343,11266
1722668400000,2024-08-03 07:00:00,BTCUSD_PERP,61748.0,61817.9,61540.1,61582.9,298438,483.82551406,6523
1722664800000,2024-08-03 06:00:00,BTCUSD_PERP,61614.7,61753.6,61588.1,61748.0,238262,386.32533038,6448
1722661200000,2024-08-03 05:00:00,BTCUSD_PERP,61479.5,61626.0,61391.3,61614.7,283323,460.64414254,7249
1722657600000,2024-08-03 04:00:00,BTCUSD_PERP,61803.0,61887.9,61307.8,61479.5,548361,890.13096352,11798
1722654000000,2024-08-03 03:00:00,BTCUSD_PERP,61348.0,61880.0,61214.2,61803.0,912791,1482.26921813,18597
1722650400000,2024-08-03 02:00:00,BTCUSD_PERP,61239.7,61500.0,61105.9,61348.1,662376,1080.57473815,17939
1722646800000,2024-08-03 01:00:00,BTCUSD_PERP,61023.2,61288.5,60404.2,61239.6,2303218,3785.60024457,45180
1722643200000,2024-08-03 00:00:00,BTCUSD_PERP,61387.8,61605.3,60794.0,61023.0,1286147,2101.62682354,27166
1722639600000,2024-08-02 23:00:00,BTCUSD_PERP,61259.0,61666.0,61194.4,61387.8,1216355,1979.61640566,25965
1722636000000,2024-08-02 22:00:00,BTCUSD_PERP,61900.0,62142.0,61090.1,61259.0,1607093,2608.9741935,30327
1722632400000,2024-08-02 21:00:00,BTCUSD_PERP,62543.9,62658.0,61168.5,61900.1,2338460,3786.15915278,49272
1722628800000,2024-08-02 20:00:00,BTCUSD_PERP,62554.1,63106.4,61999.0,62543.4,1949071,3119.79436119,44803
1722625200000,2024-08-02 19:00:00,BTCUSD_PERP,62816.0,62905.3,62432.2,62554.0,996195,1590.49229638,29703
1722621600000,2024-08-02 18:00:00,BTCUSD_PERP,63014.0,63146.6,62700.2,62816.0,635587,1010.06979586,23065
1722618000000,2024-08-02 17:00:00,BTCUSD_PERP,63234.7,63383.4,62979.9,63014.4,469665,743.5049207,20848
1722614400000,2024-08-02 16:00:00,BTCUSD_PERP,63334.1,63533.0,62840.7,63234.7,1428996,2260.33862538,34653
1722610800000,2024-08-02 15:00:00,BTCUSD_PERP,63069.9,63558.4,62328.6,63339.6,3797893,6037.03936163,81569
1722607200000,2024-08-02 14:00:00,BTCUSD_PERP,65162.1,65299.9,63008.8,63069.8,3571584,5576.22985283,71665
1722603600000,2024-08-02 13:00:00,BTCUSD_PERP,64780.0,65473.4,64490.1,65162.2,1590873,2445.15614258,36575
1722600000000,2024-08-02 12:00:00,BTCUSD_PERP,64590.1,64860.0,63892.2,64780.1,1849414,2867.86558871,43163
1722596400000,2024-08-02 11:00:00,BTCUSD_PERP,64694.3,64900.0,64566.1,64590.0,701355,1083.585674,15491
1722592800000,2024-08-02 10:00:00,BTCUSD_PERP,64431.9,64848.7,64294.0,64694.3,802351,1241.37213641,14949
1722589200000,2024-08-02 09:00:00,BTCUSD_PERP,64504.0,64528.5,64333.0,64432.0,218863,339.66689351,8975
1722585600000,2024-08-02 08:00:00,BTCUSD_PERP,64069.4,64511.0,63961.0,64504.8,403126,627.84131227,13312
1722582000000,2024-08-02 07:00:00,BTCUSD_PERP,64393.6,64444.1,64045.0,64069.3,559551,870.92543597,16158
1722578400000,2024-08-02 06:00:00,BTCUSD_PERP,64094.2,64569.5,63730.1,64393.6,815780,1271.87158978,19685
1722574800000,2024-08-02 05:00:00,BTCUSD_PERP,64434.3,64438.0,63988.1,64094.2,640902,998.19688079,14169
1722571200000,2024-08-02 04:00:00,BTCUSD_PERP,64532.8,64580.2,64362.0,64434.3,395446,613.46299714,10436
1722567600000,2024-08-02 03:00:00,BTCUSD_PERP,64288.0,64561.0,64166.0,64532.7,538922,837.39680512,14810
1722564000000,2024-08-02 02:00:00,BTCUSD_PERP,64591.9,64768.7,63575.7,64287.3,1907339,2979.13994987,32250
1722560400000,2024-08-02 01:00:00,BTCUSD_PERP,64833.9,64833.9,64484.9,64589.8,667226,1031.69209485,19048
1722556800000,2024-08-02 00:00:00,BTCUSD_PERP,65290.0,65559.3,64830.5,64833.4,973531,1492.30459324,20878
1722553200000,2024-08-01 23:00:00,BTCUSD_PERP,65114.2,65420.1,64902.7,65290.0,879646,1349.49193866,20357
1722549600000,2024-08-01 22:00:00,BTCUSD_PERP,64812.0,65574.3,64785.7,65119.9,1168763,1789.58999888,26953
1722546000000,2024-08-01 21:00:00,BTCUSD_PERP,64675.6,65275.8,64535.8,64812.0,1379349,2127.62116368,28609
1722542400000,2024-08-01 20:00:00,BTCUSD_PERP,63338.7,64699.2,63263.5,64675.6,1673305,2614.67198412,37217
1722538800000,2024-08-01 19:00:00,BTCUSD_PERP,62863.7,63418.4,62852.3,63338.7,589519,932.40468962,20792
1722535200000,2024-08-01 18:00:00,BTCUSD_PERP,63136.0,63344.7,62716.2,62862.5,1000876,1588.60675448,30233
1722531600000,2024-08-01 17:00:00,BTCUSD_PERP,62839.4,63169.8,62222.0,63136.1,2055009,3283.06355198,43297
1722528000000,2024-08-01 16:00:00,BTCUSD_PERP,62838.0,63139.4,62597.6,62839.4,1298013,2065.11288908,36269
1722524400000,2024-08-01 15:00:00,BTCUSD_PERP,63884.1,63912.1,62583.2,62835.5,3940793,6243.10937238,77326
1722520800000,2024-08-01 14:00:00,BTCUSD_PERP,64704.0,64727.4,63876.8,63884.0,975272,1518.81306645,27555
1722517200000,2024-08-01 13:00:00,BTCUSD_PERP,64836.8,64899.0,64409.6,64704.1,499912,773.54499848,14957
1722513600000,2024-08-01 12:00:00,BTCUSD_PERP,64620.1,64868.8,64581.1,64836.7,505990,781.33775305,13437
1722510000000,2024-08-01 11:00:00,BTCUSD_PERP,64534.1,64631.0,64413.6,64620.0,333995,517.74582295,9662
1722506400000,2024-08-01 10:00:00,BTCUSD_PERP,64416.4,64553.8,64265.8,64534.1,385334,598.53676909,9398
1722502800000,2024-08-01 09:00:00,BTCUSD_PERP,64454.3,64650.0,64411.3,64416.4,329810,511.16141401,7707
1722499200000,2024-08-01 08:00:00,BTCUSD_PERP,64276.1,64506.3,64240.9,64454.3,352263,546.83064393,8700
1722495600000,2024-08-01 07:00:00,BTCUSD_PERP,64178.1,64437.4,64168.7,64276.0,343806,534.51646276,9400
1722492000000,2024-08-01 06:00:00,BTCUSD_PERP,64243.2,64403.3,64052.3,64176.3,682551,1062.80241567,12824
1722488400000,2024-08-01 05:00:00,BTCUSD_PERP,63672.3,64293.6,63508.0,64243.2,1224725,1915.55432382,21992
1722484800000,2024-08-01 04:00:00,BTCUSD_PERP,63874.0,63986.3,63545.1,63672.3,965415,1514.62658697,20840
1722481200000,2024-08-01 03:00:00,BTCUSD_PERP,64046.8,64066.1,63671.7,63875.5,867708,1358.66795115,22429
1722477600000,2024-08-01 02:00:00,BTCUSD_PERP,64141.7,64207.1,63833.0,64046.9,1373279,2146.23403184,31867
1722474000000,2024-08-01 01:00:00,BTCUSD_PERP,64600.0,64781.9,64053.1,64141.7,1118477,1739.13854186,25321
1722470400000,2024-08-01 00:00:00,BTCUSD_PERP,64578.0,64804.1,64258.1,64601.0,1057611,1638.58396061,23377
1722466800000,2024-07-31 23:00:00,BTCUSD_PERP,64928.1,64945.5,64573.9,64579.6,388797,600.96617621,10284
1722463200000,2024-07-31 22:00:00,BTCUSD_PERP,64930.2,65013.1,64590.1,64928.6,454820,701.95236344,13090
1722459600000,2024-07-31 21:00:00,BTCUSD_PERP,64552.0,65093.3,64475.2,64930.3,1107089,1709.16737098,23062
1722456000000,2024-07-31 20:00:00,BTCUSD_PERP,65212.0,65385.3,64500.0,64551.9,1958232,3019.96249077,37271
1722452400000,2024-07-31 19:00:00,BTCUSD_PERP,66483.8,66600.7,64888.8,65216.3,2692732,4112.28379925,46740
1722448800000,2024-07-31 18:00:00,BTCUSD_PERP,66645.2,66688.4,66099.0,66479.5,1308594,1970.93849554,30542
1722445200000,2024-07-31 17:00:00,BTCUSD_PERP,66311.3,66795.1,66251.4,66645.2,561695,843.60517541,15005
1722441600000,2024-07-31 16:00:00,BTCUSD_PERP,66331.9,66708.0,66237.2,66311.9,595607,896.24397517,13740
1722438000000,2024-07-31 15:00:00,BTCUSD_PERP,66399.3,66518.0,66272.2,66330.1,428971,646.21333199,14295
1722434400000,2024-07-31 14:00:00,BTCUSD_PERP,66476.0,66695.3,65926.3,66396.0,1641221,2475.52687445,25773
1722430800000,2024-07-31 13:00:00,BTCUSD_PERP,66112.0,66811.6,66088.8,66476.0,1112692,1671.63153132,21077
1722427200000,2024-07-31 12:00:00,BTCUSD_PERP,66044.4,66250.8,65942.0,66112.0,347628,525.8774399,9489
1722423600000,2024-07-31 11:00:00,BTCUSD_PERP,65936.0,66097.4,65901.8,66045.9,178802,270.80755178,5023
1722420000000,2024-07-31 10:00:00,BTCUSD_PERP,66216.0,66216.1,65900.9,65940.3,359446,544.38316253,7496
1722416400000,2024-07-31 09:00:00,BTCUSD_PERP,66265.6,66326.2,66120.0,66216.2,211838,319.89619012,5177
1722412800000,2024-07-31 08:00:00,BTCUSD_PERP,66171.9,66325.1,65979.6,66265.6,359382,543.12548346,7744
1722409200000,2024-07-31 07:00:00,BTCUSD_PERP,66419.1,66485.4,66150.7,66171.9,539995,814.10154416,10030
1722405600000,2024-07-31 06:00:00,BTCUSD_PERP,66130.5,66510.4,66068.0,66419.0,866603,1306.65058014,16014
1722402000000,2024-07-31 05:00:00,BTCUSD_PERP,65758.1,66174.0,65535.5,66130.3,531601,807.80743806,12198
1722398400000,2024-07-31 04:00:00,BTCUSD_PERP,66014.8,66056.2,65438.6,65758.0,1142681,1740.27695913,17196
1722394800000,2024-07-31 03:00:00,BTCUSD_PERP,66074.0,66188.2,66000.0,66016.3,138028,208.90726394,4751
1722391200000,2024-07-31 02:00:00,BTCUSD_PERP,66255.0,66372.9,66021.2,66074.0,270066,408.1489067,7064
1722387600000,2024-07-31 01:00:00,BTCUSD_PERP,66296.1,66359.8,66059.3,66254.9,326994,493.63742979,8950
1722384000000,2024-07-31 00:00:00,BTCUSD_PERP,66143.7,66365.2,65829.3,66296.1,832959,1261.56930217,15639
1722380400000,2024-07-30 23:00:00,BTCUSD_PERP,66184.4,66270.1,66088.6,66143.6,180088,272.16050442,4600
1722376800000,2024-07-30 22:00:00,BTCUSD_PERP,66262.4,66315.8,66020.9,66184.4,347373,524.74790231,8111
1722373200000,2024-07-30 21:00:00,BTCUSD_PERP,66151.0,66269.4,65904.1,66262.4,222429,336.58480762,6412
1722369600000,2024-07-30 20:00:00,BTCUSD_PERP,65880.0,66178.9,65225.1,66149.5,1125544,1712.95027728,24930
